ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
,Technology,Masters & above,1,41,3,3,1,0,80,,,,,,,,,,,,,,0,,0,,80,9,,
,Operations,Bachelors,1,45,5,12,1,0,58,,,,,,,,,,,,,,0,,0,,58,60,,
,HR,Bachelors,1,33,3,2,0,0,53,,,,,,,,,,,,,,0,,0,,53,6,,
,Operations,Bachelors,1,42,4,10,0,0,59,,,,,,,,,,,,,,0,,0,,59,40,,
,Sales & Marketing,Bachelors,1,57,1,7,0,0,44,,,,,,,,,,,,,,0,,0,,44,7,,
,Analytics,Bachelors,1,35,4,3,1,0,86,,,,,,,,,,,,,,0,,0,,86,12,,
,Procurement,Masters & above,1,44,3,8,0,0,71,,,,,,,,,,,,,,0,,0,,71,24,,
,Operations,Masters & above,2,39,3,5,1,0,53,,,,,,,,,,,,,,0,,0,,106,15,,
,Analytics,Masters & above,1,38,5,2,1,0,86,,,,,,,,,,,,,,0,,0,,86,10,,
,Technology,Bachelors,1,39,4,10,1,0,75,,,,,,,,,,,,,,0,,0,,75,40,,
,Sales & Marketing,Bachelors,1,52,4,18,0,0,49,,,,,,,,,,,,,,0,,0,,49,72,,
,Sales & Marketing,Masters & above,1,36,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Procurement,Bachelors,1,32,5,10,0,0,85,,,,,,,,,,,,,,0,,0,,85,50,,
,Legal,Below Secondary,1,25,,1,1,0,57,,,,,,,,,,,,,,0,,0,,57,,,
,Procurement,Bachelors,1,33,1,9,0,0,73,,,,,,,,,,,,,,0,,0,,73,9,,
,Procurement,Masters & above,1,45,3,4,0,0,74,,,,,,,,,,,,,,0,,0,,74,12,,
,Technology,Bachelors,1,28,1,5,0,0,81,,,,,,,,,,,,,,0,,0,,81,5,,
,Sales & Marketing,Bachelors,1,31,3,4,0,0,46,,,,,,,,,,,,,,0,,0,,46,12,,
,Technology,Bachelors,1,31,1,7,0,0,78,,,,,,,,,,,,,,0,,0,,78,7,,
,Sales & Marketing,,1,30,4,3,0,0,53,,,,,,,,,,,,,,0,,0,,53,12,,
,Technology,Bachelors,1,30,2,4,0,0,80,,,,,,,,,,,,,,0,,0,,80,8,,
,Procurement,Masters & above,1,33,5,5,1,0,64,,,,,,,,,,,,,,0,,0,,64,25,,
,Operations,Masters & above,1,36,5,2,1,0,62,,,,,,,,,,,,,,0,,0,,62,10,,
,Analytics,Bachelors,1,27,,1,0,0,85,,,,,,,,,,,,,,0,,0,,85,,,
,Sales & Marketing,Bachelors,2,31,5,7,1,0,48,,,,,,,,,,,,,,0,,0,,96,35,,
,Analytics,Bachelors,1,35,1,3,0,0,86,,,,,,,,,,,,,,0,,0,,86,3,,
,Procurement,,3,40,3,4,1,0,71,,,,,,,,,,,,,,0,,0,,213,12,,
,Technology,Masters & above,2,55,3,2,0,0,82,,,,,,,,,,,,,,0,,0,,164,6,,
,Technology,Bachelors,1,30,1,5,0,0,75,,,,,,,,,,,,,,0,,0,,75,5,,
,Technology,Masters & above,2,33,3,3,0,0,77,,,,,,,,,,,,,,0,,0,,154,9,,
,Procurement,Masters & above,1,40,2,13,0,0,65,,,,,,,,,,,,,,0,,0,,65,26,,
,Legal,Bachelors,1,33,3,3,0,0,64,,,,,,,,,,,,,,0,,0,,64,9,,
,Operations,Bachelors,1,57,1,17,0,0,62,,,,,,,,,,,,,,0,,0,,62,17,,
,Legal,Bachelors,1,37,3,3,0,0,55,,,,,,,,,,,,,,0,,0,,55,9,,
,Procurement,Bachelors,1,36,3,10,0,0,72,,,,,,,,,,,,,,0,,0,,72,30,,
,Analytics,Bachelors,1,27,,1,1,0,88,,,,,,,,,,,,,,0,,0,,88,,,
,Procurement,Bachelors,1,38,3,5,0,0,69,,,,,,,,,,,,,,0,,0,,69,15,,
,HR,Bachelors,1,31,3,2,1,0,47,,,,,,,,,,,,,,0,,0,,47,6,,
,Operations,Masters & above,1,44,4,14,0,0,63,,,,,,,,,,,,,,0,,0,,63,56,,
,Technology,Masters & above,3,34,4,10,0,0,78,,,,,,,,,,,,,,0,,0,,234,40,,
,Technology,Below Secondary,1,22,4,2,1,0,78,,,,,,,,,,,,,,0,,0,,78,8,,
,Procurement,Bachelors,4,29,3,6,0,0,68,,,,,,,,,,,,,,0,,0,,272,18,,
,Analytics,Bachelors,1,31,,1,0,0,89,,,,,,,,,,,,,,0,,0,,89,,,
,Sales & Marketing,,1,27,5,2,1,0,49,,,,,,,,,,,,,,0,,0,,49,10,,
,Procurement,Bachelors,1,31,5,4,1,0,67,,,,,,,,,,,,,,0,,0,,67,20,,
,Operations,Bachelors,1,29,1,8,0,0,59,,,,,,,,,,,,,,0,,0,,59,8,,
,Sales & Marketing,,1,30,3,5,0,0,47,,,,,,,,,,,,,,0,,0,,47,15,,
,Sales & Marketing,,1,25,5,2,1,0,50,,,,,,,,,,,,,,0,,0,,50,10,,
,R&D,Bachelors,1,31,5,2,1,0,86,,,,,,,,,,,,,,0,,0,,86,10,,
,Sales & Marketing,Bachelors,1,27,1,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,1,,
,Procurement,Below Secondary,1,24,,1,0,0,81,,,,,,,,,,,,,,0,,0,,81,,,
,Technology,Bachelors,1,41,5,9,1,0,83,,,,,,,,,,,,,,0,,0,,83,45,,
,Procurement,Masters & above,1,38,5,7,1,0,74,,,,,,,,,,,,,,0,,0,,74,35,,
,Technology,Masters & above,1,34,2,5,0,0,77,,,,,,,,,,,,,,0,,0,,77,10,,
,Procurement,Bachelors,1,26,3,2,0,0,66,,,,,,,,,,,,,,0,,0,,66,6,,
,Sales & Marketing,Bachelors,1,31,4,5,0,0,51,,,,,,,,,,,,,,0,,0,,51,20,,
,Technology,Bachelors,1,28,1,3,0,0,83,,,,,,,,,,,,,,0,,0,,83,3,,
,Sales & Marketing,Masters & above,1,38,5,4,0,0,53,,,,,,,,,,,,,,0,,0,,53,20,,
,Sales & Marketing,Bachelors,1,49,5,11,0,0,51,,,,,,,,,,,,,,0,,0,,51,55,,
,Technology,Masters & above,1,54,1,18,0,0,78,,,,,,,,,,,,,,0,,0,,78,18,,
,Operations,Bachelors,2,33,4,8,0,0,57,,,,,,,,,,,,,,0,,0,,114,32,,
,Sales & Marketing,Bachelors,1,31,1,8,0,0,54,,,,,,,,,,,,,,0,,0,,54,8,,
,Finance,Bachelors,1,29,,1,1,0,60,,,,,,,,,,,,,,0,,0,,60,,,
,Analytics,Bachelors,1,27,1,3,0,0,83,,,,,,,,,,,,,,0,,0,,83,3,,
,Analytics,Bachelors,1,33,5,4,1,0,84,,,,,,,,,,,,,,0,,0,,84,20,,
,Sales & Marketing,Bachelors,3,24,,1,0,0,53,,,,,,,,,,,,,,0,,0,,159,,,
,Operations,Bachelors,2,30,5,5,1,0,55,,,,,,,,,,,,,,0,,0,,110,25,,
,Operations,Bachelors,2,39,4,4,0,0,59,,,,,,,,,,,,,,0,,0,,118,16,,
,Procurement,Bachelors,1,31,3,4,0,0,70,,,,,,,,,,,,,,0,,0,,70,12,,
,Sales & Marketing,Bachelors,1,32,4,3,1,0,43,,,,,,,,,,,,,,0,,0,,43,12,,
,Sales & Marketing,Bachelors,1,31,3,4,0,0,47,,,,,,,,,,,,,,0,,0,,47,12,,
,Procurement,Masters & above,1,38,1,3,1,0,71,,,,,,,,,,,,,,0,,0,,71,3,,
,Operations,Masters & above,1,33,3,9,0,0,55,,,,,,,,,,,,,,0,,0,,55,27,,
,Sales & Marketing,Bachelors,2,29,3,5,0,0,49,,,,,,,,,,,,,,0,,0,,98,15,,
,Technology,Masters & above,1,40,5,8,1,0,82,,,,,,,,,,,,,,0,,0,,82,40,,
,Procurement,Masters & above,1,32,5,7,1,0,68,,,,,,,,,,,,,,0,,0,,68,35,,
,Sales & Marketing,Bachelors,1,28,4,5,1,0,46,,,,,,,,,,,,,,0,,0,,46,20,,
,Technology,Bachelors,1,29,,1,0,0,82,,,,,,,,,,,,,,0,,0,,82,,,
,Procurement,Bachelors,1,24,,1,1,0,71,,,,,,,,,,,,,,0,,0,,71,,,
,Procurement,Bachelors,1,29,5,2,1,0,70,,,,,,,,,,,,,,0,,0,,70,10,,
,Sales & Marketing,Bachelors,1,35,5,3,0,0,50,,,,,,,,,,,,,,0,,0,,50,15,,
,Analytics,Bachelors,1,26,,1,1,0,85,,,,,,,,,,,,,,0,,0,,85,,,
,Sales & Marketing,Bachelors,2,28,2,6,0,0,47,,,,,,,,,,,,,,0,,0,,94,12,,
,Sales & Marketing,Bachelors,1,27,3,3,1,0,48,,,,,,,,,,,,,,0,,0,,48,9,,
,Sales & Marketing,Bachelors,1,44,3,16,0,0,53,,,,,,,,,,,,,,0,,0,,53,48,,
,Finance,Bachelors,1,32,5,3,1,0,57,,,,,,,,,,,,,,0,,0,,57,15,,
,Sales & Marketing,Bachelors,1,26,,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Procurement,Bachelors,2,37,5,10,1,0,70,,,,,,,,,,,,,,0,,0,,140,50,,
,Technology,Bachelors,1,31,5,4,0,0,83,,,,,,,,,,,,,,0,,0,,83,20,,
,Operations,Bachelors,1,39,5,4,1,0,55,,,,,,,,,,,,,,0,,0,,55,20,,
,Analytics,Bachelors,2,27,,1,0,0,87,,,,,,,,,,,,,,0,,0,,174,,,
,Technology,Bachelors,2,43,3,9,1,0,79,,,,,,,,,,,,,,0,,0,,158,27,,
,Operations,Bachelors,1,41,2,4,0,0,62,,,,,,,,,,,,,,0,,0,,62,8,,
,Procurement,Bachelors,1,30,5,5,1,0,72,,,,,,,,,,,,,,0,,0,,72,25,,
,Technology,Bachelors,1,29,1,4,0,0,78,,,,,,,,,,,,,,0,,0,,78,4,,
,Procurement,Masters & above,2,36,3,9,0,1,70,,,,,,,,,,,,,,0,,0,,140,27,,
,Sales & Marketing,Bachelors,1,31,3,5,1,0,50,,,,,,,,,,,,,,0,,0,,50,15,,
,Procurement,Masters & above,1,41,5,10,1,0,72,,,,,,,,,,,,,,0,,0,,72,50,,
,Finance,Bachelors,1,29,1,3,0,0,62,,,,,,,,,,,,,,0,,0,,62,3,,
,Sales & Marketing,Bachelors,1,46,1,11,0,0,50,,,,,,,,,,,,,,0,,0,,50,11,,
,Procurement,,1,31,3,5,0,0,75,,,,,,,,,,,,,,0,,0,,75,15,,
,Procurement,Masters & above,1,44,3,17,0,0,75,,,,,,,,,,,,,,0,,0,,75,51,,
,Finance,Masters & above,1,34,3,7,0,0,56,,,,,,,,,,,,,,0,,0,,56,21,,
,Sales & Marketing,Masters & above,1,41,3,8,0,0,53,,,,,,,,,,,,,,0,,0,,53,24,,
,Sales & Marketing,Bachelors,3,31,3,2,1,1,48,,,,,,,,,,,,,,0,,0,,144,6,,
,Operations,Bachelors,2,37,1,4,0,0,58,,,,,,,,,,,,,,0,,0,,116,4,,
,Sales & Marketing,Bachelors,1,42,5,14,0,0,50,,,,,,,,,,,,,,0,,0,,50,70,,
,R&D,Bachelors,1,28,4,2,0,0,80,,,,,,,,,,,,,,0,,0,,80,8,,
,Technology,Masters & above,2,50,5,20,1,0,80,,,,,,,,,,,,,,0,,0,,160,100,,
,Procurement,Bachelors,1,29,5,2,0,0,70,,,,,,,,,,,,,,0,,0,,70,10,,
,Sales & Marketing,Bachelors,1,30,1,2,0,0,56,,,,,,,,,,,,,,0,,0,,56,2,,
,Technology,Bachelors,5,28,1,2,1,0,76,,,,,,,,,,,,,,0,,0,,380,2,,
,R&D,Masters & above,1,28,,1,1,0,79,,,,,,,,,,,,,,0,,0,,79,,,
,Procurement,Bachelors,1,57,4,25,0,0,66,,,,,,,,,,,,,,0,,0,,66,100,,
,Procurement,Bachelors,1,30,4,4,0,0,69,,,,,,,,,,,,,,0,,0,,69,16,,
,Procurement,Bachelors,3,25,4,3,0,0,69,,,,,,,,,,,,,,0,,0,,207,12,,
,Sales & Marketing,,1,35,5,9,0,0,49,,,,,,,,,,,,,,0,,0,,49,45,,
,Technology,Bachelors,1,58,4,3,1,0,79,,,,,,,,,,,,,,0,,0,,79,12,,
,Sales & Marketing,Masters & above,1,32,5,4,1,0,42,,,,,,,,,,,,,,0,,0,,42,20,,
,Sales & Marketing,Masters & above,1,36,5,3,1,0,54,,,,,,,,,,,,,,0,,0,,54,15,,
,Finance,Bachelors,1,52,3,13,0,0,60,,,,,,,,,,,,,,0,,0,,60,39,,
,Sales & Marketing,Bachelors,1,37,3,7,0,0,50,,,,,,,,,,,,,,0,,0,,50,21,,
,Sales & Marketing,Masters & above,2,43,3,12,0,0,51,,,,,,,,,,,,,,0,,0,,102,36,,
,Procurement,Bachelors,1,27,2,4,0,0,72,,,,,,,,,,,,,,0,,0,,72,8,,
,Sales & Marketing,Masters & above,2,32,4,3,1,0,49,,,,,,,,,,,,,,0,,0,,98,12,,
,Operations,Bachelors,1,27,4,2,0,0,59,,,,,,,,,,,,,,0,,0,,59,8,,
,Sales & Marketing,Bachelors,1,31,4,6,0,0,51,,,,,,,,,,,,,,0,,0,,51,24,,
,Technology,Bachelors,1,30,3,5,1,0,78,,,,,,,,,,,,,,0,,0,,78,15,,
,Sales & Marketing,Masters & above,1,28,1,2,0,0,50,,,,,,,,,,,,,,0,,0,,50,2,,
,Sales & Marketing,Bachelors,1,30,3,5,0,0,49,,,,,,,,,,,,,,0,,0,,49,15,,
,Procurement,Masters & above,1,57,4,7,1,0,67,,,,,,,,,,,,,,0,,0,,67,28,,
,Operations,Bachelors,1,36,4,10,1,0,58,,,,,,,,,,,,,,0,,0,,58,40,,
,Technology,Masters & above,2,60,3,6,0,0,83,,,,,,,,,,,,,,0,,0,,166,18,,
,Operations,Bachelors,1,41,4,2,0,0,60,,,,,,,,,,,,,,0,,0,,60,8,,
,Sales & Marketing,Bachelors,1,37,3,4,1,0,46,,,,,,,,,,,,,,0,,0,,46,12,,
,Technology,Bachelors,2,36,5,3,1,0,80,,,,,,,,,,,,,,0,,0,,160,15,,
,Operations,Bachelors,1,31,4,5,0,0,64,,,,,,,,,,,,,,0,,0,,64,20,,
,Sales & Marketing,Bachelors,1,27,3,4,0,0,65,,,,,,,,,,,,,,0,,0,,65,12,,
,Sales & Marketing,Masters & above,1,41,2,5,0,0,47,,,,,,,,,,,,,,0,,0,,47,10,,
,Analytics,Bachelors,1,29,3,2,1,1,94,,,,,,,,,,,,,,0,,0,,94,6,,
,Sales & Marketing,,3,29,1,2,0,0,49,,,,,,,,,,,,,,0,,0,,147,2,,
,Procurement,Masters & above,1,37,3,7,1,0,70,,,,,,,,,,,,,,0,,0,,70,21,,
,Analytics,,1,26,3,5,0,0,80,,,,,,,,,,,,,,0,,0,,80,15,,
,Operations,Bachelors,1,28,,1,0,0,61,,,,,,,,,,,,,,0,,0,,61,,,
,Operations,Bachelors,1,42,5,14,0,0,54,,,,,,,,,,,,,,0,,0,,54,70,,
,Operations,Masters & above,2,36,5,7,1,0,66,,,,,,,,,,,,,,0,,0,,132,35,,
,R&D,Masters & above,2,31,5,8,1,0,89,,,,,,,,,,,,,,0,,0,,178,40,,
,Sales & Marketing,Bachelors,2,39,2,8,0,0,52,,,,,,,,,,,,,,0,,0,,104,16,,
,Sales & Marketing,Bachelors,3,32,5,2,1,0,46,,,,,,,,,,,,,,0,,0,,138,10,,
,Analytics,Bachelors,1,35,3,2,1,0,86,,,,,,,,,,,,,,0,,0,,86,6,,
,Sales & Marketing,Bachelors,1,31,4,6,0,0,50,,,,,,,,,,,,,,0,,0,,50,24,,
,Procurement,Bachelors,4,30,1,5,0,0,71,,,,,,,,,,,,,,0,,0,,284,5,,
,Operations,Bachelors,1,43,3,12,0,0,60,,,,,,,,,,,,,,0,,0,,60,36,,
,Sales & Marketing,Bachelors,1,28,,1,0,0,50,,,,,,,,,,,,,,0,,0,,50,,,
,Analytics,Bachelors,1,28,,1,0,0,87,,,,,,,,,,,,,,0,,0,,87,,,
,Legal,Bachelors,1,55,3,8,0,0,62,,,,,,,,,,,,,,0,,0,,62,24,,
,Sales & Marketing,Masters & above,1,46,5,16,0,1,62,,,,,,,,,,,,,,0,,0,,62,80,,
,Sales & Marketing,Masters & above,1,43,4,11,0,0,48,,,,,,,,,,,,,,0,,0,,48,44,,
,Analytics,Bachelors,4,28,3,2,0,0,88,,,,,,,,,,,,,,0,,0,,352,6,,
,Sales & Marketing,Bachelors,1,34,2,2,0,0,47,,,,,,,,,,,,,,0,,0,,47,4,,
,Sales & Marketing,Bachelors,1,36,3,4,0,0,53,,,,,,,,,,,,,,0,,0,,53,12,,
,R&D,Masters & above,1,28,4,2,1,0,85,,,,,,,,,,,,,,0,,0,,85,8,,
,Procurement,Bachelors,1,30,5,5,1,0,65,,,,,,,,,,,,,,0,,0,,65,25,,
,Finance,Bachelors,1,34,5,5,0,0,69,,,,,,,,,,,,,,0,,0,,69,25,,
,Operations,Bachelors,1,40,4,11,0,0,61,,,,,,,,,,,,,,0,,0,,61,44,,
,Analytics,Bachelors,1,31,4,4,0,0,79,,,,,,,,,,,,,,0,,0,,79,16,,
,Operations,Bachelors,2,50,4,20,0,0,64,,,,,,,,,,,,,,0,,0,,128,80,,
,Sales & Marketing,Masters & above,1,43,5,6,1,0,52,,,,,,,,,,,,,,0,,0,,52,30,,
,Technology,Masters & above,2,35,3,3,0,0,79,,,,,,,,,,,,,,0,,0,,158,9,,
,Operations,Bachelors,1,29,5,7,1,0,60,,,,,,,,,,,,,,0,,0,,60,35,,
,Sales & Marketing,Bachelors,1,23,,1,0,0,52,,,,,,,,,,,,,,0,,0,,52,,,
,Operations,Bachelors,2,28,2,5,0,0,64,,,,,,,,,,,,,,0,,0,,128,10,,
,Technology,Bachelors,1,29,1,2,0,0,71,,,,,,,,,,,,,,0,,0,,71,2,,
,Procurement,Masters & above,2,42,5,14,1,0,68,,,,,,,,,,,,,,0,,0,,136,70,,
,Finance,Masters & above,1,32,1,3,1,0,56,,,,,,,,,,,,,,0,,0,,56,3,,
,Sales & Marketing,Bachelors,2,26,2,3,1,0,51,,,,,,,,,,,,,,0,,0,,102,6,,
,Finance,Below Secondary,1,25,5,2,1,0,63,,,,,,,,,,,,,,0,,0,,63,10,,
,Procurement,Bachelors,1,26,,1,0,0,70,,,,,,,,,,,,,,0,,0,,70,,,
,Sales & Marketing,Bachelors,1,27,,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Analytics,Bachelors,2,32,4,7,1,0,86,,,,,,,,,,,,,,0,,0,,172,28,,
,Procurement,Bachelors,2,34,5,7,0,0,64,,,,,,,,,,,,,,0,,0,,128,35,,
,Procurement,Bachelors,1,46,3,7,0,0,71,,,,,,,,,,,,,,0,,0,,71,21,,
,Operations,Bachelors,1,27,4,1,0,1,58,,,,,,,,,,,,,,0,,0,,58,4,,
,Sales & Marketing,Masters & above,1,31,3,6,0,0,50,,,,,,,,,,,,,,0,,0,,50,18,,
,Sales & Marketing,,1,27,4,2,0,0,51,,,,,,,,,,,,,,0,,0,,51,8,,
,Sales & Marketing,Bachelors,2,41,1,5,1,0,49,,,,,,,,,,,,,,0,,0,,98,5,,
,Sales & Marketing,Bachelors,4,35,1,7,1,1,52,,,,,,,,,,,,,,0,,0,,208,7,,
,Sales & Marketing,Bachelors,1,47,1,4,0,0,50,,,,,,,,,,,,,,0,,0,,50,4,,
,Operations,Bachelors,1,26,5,4,1,0,62,,,,,,,,,,,,,,0,,0,,62,20,,
,Operations,Masters & above,1,51,4,9,0,0,60,,,,,,,,,,,,,,0,,0,,60,36,,
,Legal,Below Secondary,1,27,5,4,1,0,55,,,,,,,,,,,,,,0,,0,,55,20,,
,Procurement,Bachelors,1,43,3,4,1,1,70,,,,,,,,,,,,,,0,,0,,70,12,,
,Technology,Masters & above,1,32,3,3,0,0,82,,,,,,,,,,,,,,0,,0,,82,9,,
,Operations,Masters & above,1,36,1,7,0,0,56,,,,,,,,,,,,,,0,,0,,56,7,,
,Analytics,Bachelors,1,32,4,6,0,0,90,,,,,,,,,,,,,,0,,0,,90,24,,
,Sales & Marketing,Bachelors,1,31,5,10,0,0,52,,,,,,,,,,,,,,0,,0,,52,50,,
,Finance,Masters & above,1,43,4,10,0,0,61,,,,,,,,,,,,,,0,,0,,61,40,,
,Sales & Marketing,Bachelors,1,33,3,2,0,0,54,,,,,,,,,,,,,,0,,0,,54,6,,
,Operations,Bachelors,1,36,1,9,0,0,56,,,,,,,,,,,,,,0,,0,,56,9,,
,Sales & Marketing,,1,26,3,3,1,0,51,,,,,,,,,,,,,,0,,0,,51,9,,
,Operations,Masters & above,1,42,3,7,1,0,59,,,,,,,,,,,,,,0,,0,,59,21,,
,Technology,Bachelors,1,27,3,3,0,0,79,,,,,,,,,,,,,,0,,0,,79,9,,
,Sales & Marketing,Bachelors,1,33,1,3,0,0,49,,,,,,,,,,,,,,0,,0,,49,3,,
,Operations,Bachelors,1,32,3,2,0,0,60,,,,,,,,,,,,,,0,,0,,60,6,,
,Operations,Bachelors,1,51,5,2,0,1,88,,,,,,,,,,,,,,0,,0,,88,10,,
,Operations,Bachelors,2,37,3,8,0,0,63,,,,,,,,,,,,,,0,,0,,126,24,,
,Legal,Masters & above,1,37,5,5,1,0,61,,,,,,,,,,,,,,0,,0,,61,25,,
,Analytics,Bachelors,1,40,3,11,0,0,84,,,,,,,,,,,,,,0,,0,,84,33,,
,Technology,Bachelors,1,26,4,3,1,0,81,,,,,,,,,,,,,,0,,0,,81,12,,
,Technology,Bachelors,1,29,5,5,1,0,79,,,,,,,,,,,,,,0,,0,,79,25,,
,Procurement,Bachelors,1,31,3,2,0,0,94,,,,,,,,,,,,,,0,,0,,94,6,,
,Legal,Bachelors,1,29,4,3,0,0,59,,,,,,,,,,,,,,0,,0,,59,12,,
,Procurement,Bachelors,2,32,1,3,0,0,68,,,,,,,,,,,,,,0,,0,,136,3,,
,Technology,Masters & above,1,53,4,4,0,0,79,,,,,,,,,,,,,,0,,0,,79,16,,
,Sales & Marketing,Bachelors,1,43,5,17,1,0,50,,,,,,,,,,,,,,0,,0,,50,85,,
,Sales & Marketing,,1,41,4,12,0,0,49,,,,,,,,,,,,,,0,,0,,49,48,,
,Finance,Bachelors,1,25,,1,1,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Procurement,Masters & above,1,32,1,6,0,0,67,,,,,,,,,,,,,,0,,0,,67,6,,
,Procurement,Masters & above,1,38,5,10,1,0,72,,,,,,,,,,,,,,0,,0,,72,50,,
,Technology,Bachelors,1,30,5,2,0,0,77,,,,,,,,,,,,,,0,,0,,77,10,,
,Sales & Marketing,Masters & above,1,39,5,13,0,0,51,,,,,,,,,,,,,,0,,0,,51,65,,
,Technology,Masters & above,1,34,4,8,0,0,81,,,,,,,,,,,,,,0,,0,,81,32,,
,Finance,,1,51,3,7,0,0,58,,,,,,,,,,,,,,0,,0,,58,21,,
,Finance,Bachelors,1,25,5,3,0,0,65,,,,,,,,,,,,,,0,,0,,65,15,,
,Operations,Bachelors,2,31,4,7,0,0,59,,,,,,,,,,,,,,0,,0,,118,28,,
,Technology,Bachelors,1,30,3,4,0,0,80,,,,,,,,,,,,,,0,,0,,80,12,,
,Sales & Marketing,Masters & above,1,40,5,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,30,,
,Procurement,Bachelors,2,27,3,2,0,0,65,,,,,,,,,,,,,,0,,0,,130,6,,
,Technology,Bachelors,1,27,3,2,0,0,80,,,,,,,,,,,,,,0,,0,,80,6,,
,Operations,Bachelors,1,32,3,5,0,0,60,,,,,,,,,,,,,,0,,0,,60,15,,
,Sales & Marketing,,1,33,3,5,0,0,51,,,,,,,,,,,,,,0,,0,,51,15,,
,HR,Masters & above,1,54,5,4,1,0,51,,,,,,,,,,,,,,0,,0,,51,20,,
,Sales & Marketing,,1,28,3,5,0,0,51,,,,,,,,,,,,,,0,,0,,51,15,,
,Procurement,Bachelors,3,28,3,3,1,0,71,,,,,,,,,,,,,,0,,0,,213,9,,
,Procurement,Bachelors,1,33,3,8,0,0,68,,,,,,,,,,,,,,0,,0,,68,24,,
,Procurement,Bachelors,2,24,,1,0,0,72,,,,,,,,,,,,,,0,,0,,144,,,
,Sales & Marketing,Bachelors,1,34,3,2,1,0,88,,,,,,,,,,,,,,0,,0,,88,6,,
,Sales & Marketing,Bachelors,2,27,,1,0,0,51,,,,,,,,,,,,,,0,,0,,102,,,
,Operations,Bachelors,1,32,2,7,0,0,64,,,,,,,,,,,,,,0,,0,,64,14,,
,Sales & Marketing,Masters & above,1,41,3,15,0,0,47,,,,,,,,,,,,,,0,,0,,47,45,,
,Procurement,Masters & above,1,39,4,10,1,0,70,,,,,,,,,,,,,,0,,0,,70,40,,
,Procurement,Bachelors,1,31,4,7,1,0,72,,,,,,,,,,,,,,0,,0,,72,28,,
,Sales & Marketing,Bachelors,2,28,3,3,0,0,47,,,,,,,,,,,,,,0,,0,,94,9,,
,Operations,Bachelors,1,29,3,3,0,0,66,,,,,,,,,,,,,,0,,0,,66,9,,
,Sales & Marketing,Masters & above,2,35,3,3,1,0,48,,,,,,,,,,,,,,0,,0,,96,9,,
,Sales & Marketing,Bachelors,1,34,5,7,1,0,54,,,,,,,,,,,,,,0,,0,,54,35,,
,Finance,Below Secondary,1,24,3,2,1,0,57,,,,,,,,,,,,,,0,,0,,57,6,,
,HR,Bachelors,1,24,3,2,0,0,51,,,,,,,,,,,,,,0,,0,,51,6,,
,Operations,Bachelors,1,35,3,8,0,0,62,,,,,,,,,,,,,,0,,0,,62,24,,
,Operations,Bachelors,1,39,5,6,1,0,58,,,,,,,,,,,,,,0,,0,,58,30,,
,Operations,Bachelors,1,26,5,3,1,0,60,,,,,,,,,,,,,,0,,0,,60,15,,
,R&D,Bachelors,1,28,3,2,1,0,85,,,,,,,,,,,,,,0,,0,,85,6,,
,Analytics,Masters & above,2,33,5,3,0,0,81,,,,,,,,,,,,,,0,,0,,162,15,,
,Sales & Marketing,,1,30,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Sales & Marketing,Bachelors,1,31,4,6,0,0,51,,,,,,,,,,,,,,0,,0,,51,24,,
,Procurement,Masters & above,1,49,1,5,1,1,67,,,,,,,,,,,,,,0,,0,,67,5,,
,Procurement,Bachelors,1,31,1,4,0,0,69,,,,,,,,,,,,,,0,,0,,69,4,,
,Analytics,Bachelors,1,44,3,4,0,0,86,,,,,,,,,,,,,,0,,0,,86,12,,
,Technology,Masters & above,1,35,2,8,0,0,74,,,,,,,,,,,,,,0,,0,,74,16,,
,Sales & Marketing,Masters & above,1,39,4,7,0,0,62,,,,,,,,,,,,,,0,,0,,62,28,,
,Sales & Marketing,Bachelors,1,34,3,4,1,0,49,,,,,,,,,,,,,,0,,0,,49,12,,
,Operations,Bachelors,1,32,4,6,0,0,54,,,,,,,,,,,,,,0,,0,,54,24,,
,Finance,Bachelors,1,55,3,3,0,0,62,,,,,,,,,,,,,,0,,0,,62,9,,
,Procurement,Masters & above,1,49,1,4,0,0,72,,,,,,,,,,,,,,0,,0,,72,4,,
,Sales & Marketing,,1,26,,1,0,0,47,,,,,,,,,,,,,,0,,0,,47,,,
,Analytics,Bachelors,1,36,5,4,1,0,82,,,,,,,,,,,,,,0,,0,,82,20,,
,Procurement,Masters & above,1,36,5,12,1,0,68,,,,,,,,,,,,,,0,,0,,68,60,,
,Technology,Bachelors,1,35,4,10,0,0,82,,,,,,,,,,,,,,0,,0,,82,40,,
,Analytics,Bachelors,2,28,3,5,0,0,84,,,,,,,,,,,,,,0,,0,,168,15,,
